STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,WDF2,WDF5,WESD,WESF,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-08-28,8.5,,,0,0,0,78,90,69,,290,240,,,18.1,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-08-29,4.92,,,0,0,0,74,80,60,,40,40,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-08-30,5.59,,,0,0,0,70,85,57,,30,220,,,13,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-08-31,8.05,,,0.76,0,0,71,80,65,,240,240,,,17,21.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-01,9.84,,,0,0,0,69,73,62,,30,30,,,21,27.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-02,7.38,,,0,0,0,67,73,55,,30,30,,,17,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-03,4.25,,,0,0,0,62,74,51,,40,50,,,14.1,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-04,4.47,,,0,0,0,63,81,49,,30,20,,,14.1,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-05,4.92,,,0,0,0,69,84,55,,50,20,,,13,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-06,3.58,,,0,0,0,71,88,57,,290,260,,,8.9,13,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-07,6.04,,,0,0,0,78,92,68,,280,270,,,16.1,19.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-08,10.29,,,0.01,0,0,81,90,73,,260,270,,,29.1,38.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-09,3.13,,,0,0,0,78,86,66,,350,350,,,14.1,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-10,10.51,,,0.12,0,0,75,91,62,,280,290,,,29.1,36.9,,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-11,8.72,,,0.02,0,0,70,73,57,,320,290,,,21,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-12,5.14,,,0,0,0,64,78,52,,30,30,,,15,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-13,8.28,,,0,0,0,68,85,54,,250,260,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-14,8.95,,,0,0,0,69,72,55,,310,320,,,21,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-15,4.7,,,0,0,0,60,70,49,,50,40,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-16,6.49,,,0,0,0,62,81,46,,180,210,,,16.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-17,10.51,,,1.01,0,0,71,78,64,,250,240,,,25.1,30,1,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-18,5.82,,,0.75,0,0,71,80,66,,270,270,,,30,35.1,1,,1,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-19,3.13,,,0,0,0,71,81,61,,50,50,,,10.1,12.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-20,7.61,,,0,0,0,70,84,59,,270,250,,,16.1,19.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-21,4.03,,,0,0,0,68,82,54,,30,240,,,10.1,12.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-22,5.82,,,0,0,0,69,85,55,,260,260,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-23,8.95,,,0.03,0,0,65,72,59,,40,40,,,25.1,31.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-24,5.59,,,0,0,0,60,64,45,,20,20,,,14.1,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-25,5.14,,,0,0,0,52,64,42,,50,50,,,12.1,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-26,7.83,,,0.07,0,0,59,75,50,,200,200,,,18.1,25.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-27,9.4,,,0,0,0,62,72,53,,240,230,,,25.1,31.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-28,8.72,,,0,0,0,62,77,46,,130,140,,,21.9,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-29,11.18,,,0.29,0,0,59,62,54,,100,100,,,17,21.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-09-30,10.74,,,0,0,0,60,66,54,,120,110,,,21.9,28,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-01,8.28,,,0.31,0,0,57,65,54,,130,130,,,16.1,19,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-02,5.37,,,0.15,0,0,62,71,54,,300,310,,,19.9,25.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-03,6.04,,,0.01,0,0,60,68,55,,60,10,,,14.1,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-04,5.59,,,0,0,0,59,69,49,,120,120,,,15,18.1,1,1,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-05,6.26,,,0,0,0,63,74,53,,210,200,,,17,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-06,5.37,,,0,0,0,63,79,53,,30,220,,,12.1,16.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-07,5.37,,,0,0,0,64,79,51,,200,200,,,18.1,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-08,10.07,,,0.1,0,0,64,68,52,,310,320,,,17,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-09,10.29,,,0,0,0,53,58,46,,20,20,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-10,6.49,,,0,0,0,49,56,38,,20,10,,,16.1,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-11,3.8,,,0,0,0,49,68,36,,120,130,,,10.1,12.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-12,7.61,,,0,0,0,60,76,46,,200,190,,,16.1,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-13,10.74,,,0.11,0,0,59,62,39,,320,320,,,23,29.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-14,4.03,,,0,0,0,45,59,34,,150,160,,,10.1,14.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-15,6.26,,,0,0,0,51,73,34,,220,220,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-16,12.97,,,0,0,0,67,77,61,,270,270,,,25.9,36,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-17,5.82,,,0.34,0,0,67,73,63,,220,220,,,16.1,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-18,13.42,,,0.24,0,0,73,80,64,,240,220,,,25.9,34,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-19,4.92,,,0,0,0,63,71,52,,270,270,,,12.1,15,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-20,8.05,,,0.77,0,0,55,57,53,,40,40,,,19.9,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-21,11.41,,,2.53,0,0,52,54,46,,360,10,,,19.9,25.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-22,14.76,,,0.05,0,0,45,47,42,,310,300,,,25.9,36,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-23,9.84,,,0,0,0,48,55,42,,310,310,,,23,30,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-24,10.96,,,0.03,0,0,49,51,41,,320,330,,,25.9,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-25,10.29,,,0.08,0,0,44,47,40,,310,330,,,23,31.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-26,6.71,,,0,0,0,40,41,36,,40,40,,,14.1,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-27,13.87,,,0.44,0.9,0,38,48,33,,250,250,,,25.1,36,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-28,8.05,,,0,0,0,41,48,35,,310,300,,,21,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-29,12.53,,,0,0,0,52,67,38,,250,260,,,25.9,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-30,6.49,,,0.1,0,0,52,55,42,,10,10,,,17,19.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-10-31,5.59,,,0,0,0,42,50,31,,330,310,,,15,21,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-01,8.5,,,0,0,0,45,69,32,,220,210,,,19.9,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-02,6.71,,,0.29,0,0,61,69,55,,220,220,,,19.9,23.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-03,8.72,,,0.62,0,0,54,57,50,,20,20,,,25.1,30,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-04,10.07,,,0,0,0,48,51,40,,310,320,,,17,21.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-05,10.51,,,0,0,0,49,59,41,,260,250,,,21.9,27.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-06,5.82,,,0,0,0,49,52,34,,40,40,,,15,18.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-07,3.13,,,0,0,0,44,64,32,,220,220,,,8.9,12.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-08,8.72,,,0.06,0,0,49,66,39,,260,270,,,21,28,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-09,9.84,,,0.06,0,0,50,54,41,,360,360,,,21,25.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-10,16.33,,,0,0,0,46,60,33,,250,250,,,30,44.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-11,13.87,,,0,0,0,49,56,36,,360,270,,,25.9,38.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-12,11.63,,,0,0,0,39,48,27,,250,250,,,23.9,32,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-13,14.54,,,0,0,0,48,57,41,,280,270,,,23.9,30,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-14,6.49,,,0,0,0,47,60,37,,240,240,,,18.1,23,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-15,4.47,,,0,0,0,44,58,34,,40,40,,,12.1,12.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-16,5.59,,,0.02,0,0,45,53,39,,280,300,,,12.1,15,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-17,4.92,,,0,0,0,48,56,37,,240,240,,,12.1,14.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-18,5.82,,,0,0,0,51,73,34,,210,200,,,14.1,17,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-19,8.95,,,0.16,0,0,51,66,37,,270,270,,,29.1,38,1,,,1,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-20,18.12,,,0.52,11.2,0,34,37,29,,310,310,,,30,44.1,1,1,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-21,21.03,,,0.22,3.5,12,31,34,30,,310,280,,,32,46.1,,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-22,13.2,,,0.01,0.2,6,33,37,30,,310,310,,,23,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-23,4.92,,,0.02,0.1,3,33,36,29,,100,110,,,13,14.1,,,,1,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-24,5.37,,,0.16,0,1,35,42,32,,130,120,,,14.1,18.1,1,,,1,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-25,5.82,,,0.03,0,0,42,46,40,,300,260,,,15,19,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-26,6.93,,,0.08,0,0,40,41,36,,260,270,,,13,17,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-27,5.82,,,0.05,0,0,39,45,36,,300,270,,,15,21,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-28,5.82,,,0,0,0,40,53,30,,180,180,,,15,23,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-29,10.07,,,0.04,0,0,51,60,42,,190,170,,,23.9,32,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-11-30,7.83,,,0.26,0,0,50,60,41,,260,260,,,31.1,38.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-01,15.43,,,0.07,0,0,47,50,38,,260,270,,,28,36.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-02,15.66,,,0.07,0.1,0,41,46,34,,290,280,,,28,40,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-03,9.4,,,0.04,0,0,38,41,36,,320,310,,,19.9,27.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-04,4.7,,,0,0,0,36,41,27,,130,120,,,15,19,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-05,11.41,,,0.14,0.9,0,37,43,30,,270,270,,,28,38,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-06,7.38,,,0.38,0.7,0,34,42,25,,120,130,,,21,27.1,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-07,10.29,,,0.03,0,0,37,41,32,,250,260,,,19.9,25.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-08,13.65,,,0,0,0,34,37,29,,270,270,,,25.9,35.1,,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-09,10.07,,,0.09,3.2,2,28,30,24,,280,280,,,21.9,29.1,1,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-10,6.26,,,0.01,0.5,1,25,30,17,,300,280,,,15,19,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-11,9.17,,,0.21,1.9,1,25,29,22,,190,180,,,18.1,25.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-12,13.42,,,0.15,1.2,3,33,39,29,,270,270,,,23.9,34,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-13,10.51,,,0,0,2,32,34,25,,300,280,,,21.9,28,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-14,15.43,,,0.03,0.8,1,25,29,17,,240,290,,,25.1,34,1,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-15,19.24,,,0.53,10.6,2,17,20,12,,270,270,,,33.1,44.1,1,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-16,8.28,,,0.11,2.5,11,17,24,11,,260,260,,,21,25.1,1,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-17,6.93,,,0.35,2.4,10,25,36,19,,170,180,,,15,21,1,,,,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-18,11.63,,,0.34,0.4,6,31,35,18,,300,300,,,28,38,1,,,,,1,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-19,6.49,,,0.02,0.5,6,18,24,9,,240,240,,,16.1,18.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-20,14.32,,,0,0,5,23,37,17,,250,250,,,30,38,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-21,11.18,,,0.02,0.3,5,34,36,31,,260,270,,,21.9,30,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-22,10.51,,,0.07,0.6,6,35,37,32,,280,270,,,21.9,27.1,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-23,10.74,,,0,0,5,36,40,30,,240,250,,,23,29.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-24,10.51,,,0.03,0,4,39,43,34,,280,290,,,18.1,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-25,9.62,,,0,0,3,35,37,24,,60,60,,,19.9,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-26,14.32,,,0.06,0,2,34,52,23,,230,210,,,28,36,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-27,16.78,,,0.02,0,0,42,52,31,,260,250,,,29.1,38.9,1,,,,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-28,10.74,,,0.01,0.1,0,31,35,29,,270,280,,,19.9,27.1,1,,,,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-29,12.08,,,0.08,1.1,1,33,38,30,,270,270,,,23.9,34,1,,,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-30,14.32,,,0.02,1.5,1,32,33,27,,300,310,,,23,31.1,1,,,,,,,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2016-12-31,13.65,,,0.03,0,1,33,42,27,,300,210,,,28,36.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-01,8.95,,,0,0,0,36,40,24,,270,270,,,21,30,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-02,6.71,,,0,0,0,30,41,21,,140,130,,,15,19.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-03,8.5,,,0.52,0,0,40,43,39,,150,160,,,15,19.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-04,19.46,,,0.03,0,0,37,42,20,,270,260,,,36.9,52.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-05,13.65,,,0.04,1.1,0,21,24,16,,280,280,,,31.1,40,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-06,10.29,,,0,0,1,15,20,7,,250,260,,,19.9,25.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-07,10.07,,,0,0,1,14,22,7,,290,290,,,18.1,23.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-08,13.2,,,0.12,3,0,15,18,7,,290,290,,,28,35.1,1,,,,,,1,1,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-09,10.07,,,0,0,2,17,27,11,,200,230,,,18.1,25.9,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-10,14.32,,,0.11,0.3,1,25,39,18,,190,200,,,35.1,48.1,1,,,1,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-11,17.22,,,0.05,0,0,42,52,38,,260,260,,,40.9,57.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-12,11.41,,,0.18,0,0,50,56,36,,260,200,,,23.9,34,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-13,12.97,,,0,0,0,32,36,23,,280,300,,,25.9,33.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-14,3.36,,,0,0,0,24,29,19,,30,40,,,12.1,13,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-15,6.26,,,0,0,0,27,32,19,,250,280,,,12.1,14.1,,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-16,4.47,,,0,0,0,28,42,18,,250,250,,,14.1,16.1,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-17,6.93,,,0.81,0,0,36,46,32,,120,120,,,16.1,21.9,1,,1,,,,1,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-18,11.18,,,0.02,0,0,41,46,37,,270,270,,,17,21.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-19,8.95,,,0,0,0,37,39,35,,260,290,,,23,28,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-20,5.37,,,0.01,0,0,39,47,35,,140,140,,,10.1,13,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-21,4.25,,,0,0,0,46,50,44,,260,260,,,17,21.9,1,1,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-22,7.61,,,0,0,0,42,45,37,,40,40,,,17,21,1,1,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-23,11.41,,,0,0,0,40,44,35,,90,80,,,21.9,28,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-24,8.95,,,0.65,4.8,0,33,35,30,,60,70,,,17,21.9,1,,,1,,1,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-25,7.83,,,0,0,5,35,41,32,,250,250,,,21,25.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-26,16.11,,,0.03,0,0,40,45,35,,270,280,,,31.1,40,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-27,17,,,0.01,0,0,35,37,31,,270,280,,,29.1,40.9,1,,,,,,,,,,,,,,,,
USW00014768,"ROCHESTER GREATER INTERNATIONAL, NY US",2017-01-28,13.87,,,0,0.1,0,31,33,30,,240,240,,,23.9,31.1,1,,,,,,,,,,,,,,,,
